refid,refid_value,projid,tstamp,filename,author_entity
13,13,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-32', 'name': 'Brett Hansen', 's2_id': None, 'orcid': None, 'raw_name': 'B. Hansen'}"
13,13,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-33', 'name': 'Michael Gleicher', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-3295-4071', 'raw_name': 'M. Gleicher'}"
13,13,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-34', 'name': 'Ross Maciejewski', 's2_id': None, 'orcid': 'https://orcid.org/0000-0001-8803-6355', 'raw_name': 'R. Maciejewski'}"
13,13,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-35', 'name': 'Ming Yao', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-6377-6063', 'raw_name': 'Y. Ming'}"
13,13,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-36', 'name': 'Huamin Qu', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-3344-9694', 'raw_name': 'H. Qu'}"
13,13,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-37', 'name': 'Enrico Bertini', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-9932-0551', 'raw_name': 'E. Bertini'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-1', 'name': 'Chris Brunsdon', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-4254-1780', 'raw_name': 'C. Brunsdon'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-2', 'name': 'A. Stewart Fotheringham', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-0407-1901', 'raw_name': 'A. S. Fotheringham'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-3', 'name': 'Martin Charlton', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-0622-393X', 'raw_name': 'M. E. Charlton'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-4', 'name': 'Wenbai Yang', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-3293-8389', 'raw_name': 'W. Yang'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-5', 'name': 'Wei Kang', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-1073-7781', 'raw_name': 'W. Kang'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-6', 'name': 'T. Gao', 's2_id': None, 'orcid': None, 'raw_name': 'T. Gao'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-7', 'name': 'J. Hullman', 's2_id': None, 'orcid': None, 'raw_name': 'J. Hullman'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-8', 'name': 'E. Adar', 's2_id': None, 'orcid': None, 'raw_name': 'E. Adar'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-9', 'name': 'B. Hecht', 's2_id': None, 'orcid': None, 'raw_name': 'B. Hecht'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-10', 'name': 'N. Diakopoulos', 's2_id': None, 'orcid': None, 'raw_name': 'N. Diakopoulos'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-11', 'name': 'Sarah Goodwin', 's2_id': None, 'orcid': 'https://orcid.org/0000-0001-8894-8282', 'raw_name': 'S. Goodwin'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-12', 'name': 'Jason Dykes', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-8096-5763', 'raw_name': 'J. Dykes'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-13', 'name': 'Aidan Slingsby', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-3941-553X', 'raw_name': 'A. Slingsby'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-14', 'name': 'Çağatay Turkay', 's2_id': None, 'orcid': 'https://orcid.org/0000-0001-6788-251X', 'raw_name': 'C. Turkay'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-15', 'name': 'Jabba Hutt', 's2_id': None, 'orcid': None, 'raw_name': 'Jabba Hutt'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-16', 'name': 'Robert Kosara', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-1178-4029', 'raw_name': 'R. Kosara'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-17', 'name': 'Jock D. Mackinlay', 's2_id': None, 'orcid': None, 'raw_name': 'J. Mackinlay'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-18', 'name': 'J. Krause', 's2_id': None, 'orcid': None, 'raw_name': 'J. Krause'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-19', 'name': 'A. Perer', 's2_id': None, 'orcid': None, 'raw_name': 'A. Perer'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-20', 'name': 'K. Ng', 's2_id': None, 'orcid': None, 'raw_name': 'K. Ng'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-21', 'name': 'Chufan Lai', 's2_id': None, 'orcid': 'https://orcid.org/0009-0002-2880-7335', 'raw_name': 'C. Lai'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-22', 'name': 'Zhixian Lin', 's2_id': None, 'orcid': None, 'raw_name': 'Z. Lin'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-23', 'name': 'Ruike Jiang', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-5001-5310', 'raw_name': 'R. Jiang'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-24', 'name': 'Yun Han', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-1410-8090', 'raw_name': 'Y. Han'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-25', 'name': 'Can Liu', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-1175-0734', 'raw_name': 'C. Liu'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-26', 'name': 'Xiaoru Yuan', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-7233-980X', 'raw_name': 'X. Yuan'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-27', 'name': 'Shahid Latif', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-2060-5122', 'raw_name': 'S. Latif'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-28', 'name': 'Fabian Beck', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-4042-3043', 'raw_name': 'F. Beck'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-29', 'name': 'Siming Chen', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-2690-3588', 'raw_name': 'S. Chen'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-30', 'name': 'Yafeng Lu', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-3978-9550', 'raw_name': 'Y. Lu'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-31', 'name': 'Rolando Garcia', 's2_id': None, 'orcid': None, 'raw_name': 'R. Garcia'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-32', 'name': 'Brett Hansen', 's2_id': None, 'orcid': None, 'raw_name': 'B. Hansen'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-33', 'name': 'Michael Gleicher', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-3295-4071', 'raw_name': 'M. Gleicher'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-34', 'name': 'Ross Maciejewski', 's2_id': None, 'orcid': 'https://orcid.org/0000-0001-8803-6355', 'raw_name': 'R. Maciejewski'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-35', 'name': 'Ming Yao', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-6377-6063', 'raw_name': 'Y. Ming'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-36', 'name': 'Huamin Qu', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-3344-9694', 'raw_name': 'H. Qu'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-37', 'name': 'Enrico Bertini', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-9932-0551', 'raw_name': 'E. Bertini'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-38', 'name': 'Thomas Mühlbacher', 's2_id': None, 'orcid': None, 'raw_name': 'T. Muhlbacher'}"
14,14,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-39', 'name': 'Harald Piringer', 's2_id': None, 'orcid': None, 'raw_name': 'H. Piringer'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-1', 'name': 'Chris Brunsdon', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-4254-1780', 'raw_name': 'C. Brunsdon'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-2', 'name': 'A. Stewart Fotheringham', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-0407-1901', 'raw_name': 'A. S. Fotheringham'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-3', 'name': 'Martin Charlton', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-0622-393X', 'raw_name': 'M. E. Charlton'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-4', 'name': 'Wenbai Yang', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-3293-8389', 'raw_name': 'W. Yang'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-5', 'name': 'Wei Kang', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-1073-7781', 'raw_name': 'W. Kang'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-6', 'name': 'T. Gao', 's2_id': None, 'orcid': None, 'raw_name': 'T. Gao'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-7', 'name': 'J. Hullman', 's2_id': None, 'orcid': None, 'raw_name': 'J. Hullman'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-8', 'name': 'E. Adar', 's2_id': None, 'orcid': None, 'raw_name': 'E. Adar'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-9', 'name': 'B. Hecht', 's2_id': None, 'orcid': None, 'raw_name': 'B. Hecht'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-10', 'name': 'N. Diakopoulos', 's2_id': None, 'orcid': None, 'raw_name': 'N. Diakopoulos'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-11', 'name': 'Sarah Goodwin', 's2_id': None, 'orcid': 'https://orcid.org/0000-0001-8894-8282', 'raw_name': 'S. Goodwin'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-12', 'name': 'Jason Dykes', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-8096-5763', 'raw_name': 'J. Dykes'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-13', 'name': 'Aidan Slingsby', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-3941-553X', 'raw_name': 'A. Slingsby'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-14', 'name': 'Çağatay Turkay', 's2_id': None, 'orcid': 'https://orcid.org/0000-0001-6788-251X', 'raw_name': 'C. Turkay'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-15', 'name': 'Jabba Hutt', 's2_id': None, 'orcid': None, 'raw_name': 'Jabba Hutt'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-16', 'name': 'Robert Kosara', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-1178-4029', 'raw_name': 'R. Kosara'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-17', 'name': 'Jock D. Mackinlay', 's2_id': None, 'orcid': None, 'raw_name': 'J. Mackinlay'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-18', 'name': 'J. Krause', 's2_id': None, 'orcid': None, 'raw_name': 'J. Krause'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-19', 'name': 'A. Perer', 's2_id': None, 'orcid': None, 'raw_name': 'A. Perer'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-20', 'name': 'K. Ng', 's2_id': None, 'orcid': None, 'raw_name': 'K. Ng'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-21', 'name': 'Chufan Lai', 's2_id': None, 'orcid': 'https://orcid.org/0009-0002-2880-7335', 'raw_name': 'C. Lai'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-22', 'name': 'Zhixian Lin', 's2_id': None, 'orcid': None, 'raw_name': 'Z. Lin'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-23', 'name': 'Ruike Jiang', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-5001-5310', 'raw_name': 'R. Jiang'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-24', 'name': 'Yun Han', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-1410-8090', 'raw_name': 'Y. Han'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-25', 'name': 'Can Liu', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-1175-0734', 'raw_name': 'C. Liu'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-26', 'name': 'Xiaoru Yuan', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-7233-980X', 'raw_name': 'X. Yuan'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-27', 'name': 'Shahid Latif', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-2060-5122', 'raw_name': 'S. Latif'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-28', 'name': 'Fabian Beck', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-4042-3043', 'raw_name': 'F. Beck'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-29', 'name': 'Siming Chen', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-2690-3588', 'raw_name': 'S. Chen'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-30', 'name': 'Yafeng Lu', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-3978-9550', 'raw_name': 'Y. Lu'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-31', 'name': 'Rolando Garcia', 's2_id': None, 'orcid': None, 'raw_name': 'R. Garcia'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-32', 'name': 'Brett Hansen', 's2_id': None, 'orcid': None, 'raw_name': 'B. Hansen'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-33', 'name': 'Michael Gleicher', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-3295-4071', 'raw_name': 'M. Gleicher'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-34', 'name': 'Ross Maciejewski', 's2_id': None, 'orcid': 'https://orcid.org/0000-0001-8803-6355', 'raw_name': 'R. Maciejewski'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-35', 'name': 'Ming Yao', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-6377-6063', 'raw_name': 'Y. Ming'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-36', 'name': 'Huamin Qu', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-3344-9694', 'raw_name': 'H. Qu'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-37', 'name': 'Enrico Bertini', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-9932-0551', 'raw_name': 'E. Bertini'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-38', 'name': 'Thomas Mühlbacher', 's2_id': None, 'orcid': None, 'raw_name': 'T. Muhlbacher'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-39', 'name': 'Harald Piringer', 's2_id': None, 'orcid': None, 'raw_name': 'H. Piringer'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-40', 'name': 'Donghao Ren', 's2_id': None, 'orcid': 'https://orcid.org/0000-0001-8666-7241', 'raw_name': 'D. Ren'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-41', 'name': 'Matthew Brehmer', 's2_id': None, 'orcid': 'https://orcid.org/0000-0001-5524-2291', 'raw_name': 'M. Brehmer'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-42', 'name': 'Bongshin Lee', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-4217-627X', 'raw_name': 'B. Lee'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-43', 'name': 'Tobias Höllerer', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-6240-0291', 'raw_name': 'T. Hollerer'}"
15,15,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-44', 'name': 'Eun Kyoung Choe', 's2_id': None, 'orcid': 'https://orcid.org/0000-0001-5038-8320', 'raw_name': 'E. K. Choe'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-1', 'name': 'Chris Brunsdon', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-4254-1780', 'raw_name': 'C. Brunsdon'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-2', 'name': 'A. Stewart Fotheringham', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-0407-1901', 'raw_name': 'A. S. Fotheringham'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-3', 'name': 'Martin Charlton', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-0622-393X', 'raw_name': 'M. E. Charlton'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-4', 'name': 'Wenbai Yang', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-3293-8389', 'raw_name': 'W. Yang'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-5', 'name': 'Wei Kang', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-1073-7781', 'raw_name': 'W. Kang'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-6', 'name': 'T. Gao', 's2_id': None, 'orcid': None, 'raw_name': 'T. Gao'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-7', 'name': 'J. Hullman', 's2_id': None, 'orcid': None, 'raw_name': 'J. Hullman'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-8', 'name': 'E. Adar', 's2_id': None, 'orcid': None, 'raw_name': 'E. Adar'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-9', 'name': 'B. Hecht', 's2_id': None, 'orcid': None, 'raw_name': 'B. Hecht'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-10', 'name': 'N. Diakopoulos', 's2_id': None, 'orcid': None, 'raw_name': 'N. Diakopoulos'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-11', 'name': 'Sarah Goodwin', 's2_id': None, 'orcid': 'https://orcid.org/0000-0001-8894-8282', 'raw_name': 'S. Goodwin'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-12', 'name': 'Jason Dykes', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-8096-5763', 'raw_name': 'J. Dykes'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-13', 'name': 'Aidan Slingsby', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-3941-553X', 'raw_name': 'A. Slingsby'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-14', 'name': 'Çağatay Turkay', 's2_id': None, 'orcid': 'https://orcid.org/0000-0001-6788-251X', 'raw_name': 'C. Turkay'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-15', 'name': 'Jabba Hutt', 's2_id': None, 'orcid': None, 'raw_name': 'Jabba Hutt'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-16', 'name': 'Robert Kosara', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-1178-4029', 'raw_name': 'R. Kosara'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-17', 'name': 'Jock D. Mackinlay', 's2_id': None, 'orcid': None, 'raw_name': 'J. Mackinlay'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-18', 'name': 'J. Krause', 's2_id': None, 'orcid': None, 'raw_name': 'J. Krause'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-19', 'name': 'A. Perer', 's2_id': None, 'orcid': None, 'raw_name': 'A. Perer'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-20', 'name': 'K. Ng', 's2_id': None, 'orcid': None, 'raw_name': 'K. Ng'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-21', 'name': 'Chufan Lai', 's2_id': None, 'orcid': 'https://orcid.org/0009-0002-2880-7335', 'raw_name': 'C. Lai'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-22', 'name': 'Zhixian Lin', 's2_id': None, 'orcid': None, 'raw_name': 'Z. Lin'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-23', 'name': 'Ruike Jiang', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-5001-5310', 'raw_name': 'R. Jiang'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-24', 'name': 'Yun Han', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-1410-8090', 'raw_name': 'Y. Han'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-25', 'name': 'Can Liu', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-1175-0734', 'raw_name': 'C. Liu'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-26', 'name': 'Xiaoru Yuan', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-7233-980X', 'raw_name': 'X. Yuan'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-27', 'name': 'Shahid Latif', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-2060-5122', 'raw_name': 'S. Latif'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-28', 'name': 'Fabian Beck', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-4042-3043', 'raw_name': 'F. Beck'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-29', 'name': 'Siming Chen', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-2690-3588', 'raw_name': 'S. Chen'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-30', 'name': 'Yafeng Lu', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-3978-9550', 'raw_name': 'Y. Lu'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-31', 'name': 'Rolando Garcia', 's2_id': None, 'orcid': None, 'raw_name': 'R. Garcia'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-32', 'name': 'Brett Hansen', 's2_id': None, 'orcid': None, 'raw_name': 'B. Hansen'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-33', 'name': 'Michael Gleicher', 's2_id': None, 'orcid': 'https://orcid.org/0000-0003-3295-4071', 'raw_name': 'M. Gleicher'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-34', 'name': 'Ross Maciejewski', 's2_id': None, 'orcid': 'https://orcid.org/0000-0001-8803-6355', 'raw_name': 'R. Maciejewski'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-35', 'name': 'Ming Yao', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-6377-6063', 'raw_name': 'Y. Ming'}"
16,16,research_reviewer_main,2025-06-23 21:25:43,raw_ref_to_json.py,"{'key': 'author-36', 'name': 'Huamin Qu', 's2_id': None, 'orcid': 'https://orcid.org/0000-0002-3344-9694', 'raw_name': 'H. Qu'}"
